cluster_id,concept,count
360,population,1
360,social welfare,1
360,psychology,1
360,medicine,1
360,economic growth,1
361,knowledge management,1
361,context (archaeology),1
361,thematic analysis,1
361,citizen journalism,1
361,tanzania,1
361,health care,1
361,narrative,1
361,business,1
361,sociology,1
361,qualitative research,1
362,chatbot,1
362,osteoarthritis,1
362,computer science,1
362,medicine,1
362,physical therapy,1
362,physical medicine and rehabilitation,1
362,alternative medicine,1
362,world wide web,1
362,pathologychatbot,1
363,metadiscourse,1
363,systematic review,1
363,linguistics,1
363,psychology,1
363,political science,1
363,medline,1
363,philosophy,1
363,lawmetadiscourse,1
364,thematic map,1
364,linguistics,1
364,systematic review,1
364,psychology,1
364,computer science,1
364,medline,1
364,geography,1
364,biology,1
364,philosophy,1
364,cartography,1
365,reading (process),1
365,computer science,1
365,foreign language,1
365,linguistics,1
365,psychology,1
365,mathematics education,1
365,philosophy,1
366,psychology,1
366,linguistics,1
366,pedagogy,1
366,mathematics education,1
366,sociology,1
366,philosophy,1
367,academic writing,2
367,computer-assisted instruction,2
367,writing assessment,2
367,online assessment,2
367,formative assessment,1
367,second language writing,1
367,english for academic purposes,1
367,mathematics education,1
367,psychology,1
367,computer science,1
368,feature (linguistics),4
368,causal structure,4
368,causal model,4
368,feature selection,2
368,computer science,2
368,artificial intelligence,2
368,machine learning,2
368,data mining,2
368,mathematics,2
368,statistics,2
369,computer science,1
369,profiling (computer programming),1
369,artificial intelligence,1
369,convolutional neural network,1
369,machine learning,1
369,representation (politics),1
369,pattern recognition (psychology),1
369,image (mathematics),1
369,politics,1
369,political science,1
370,leadership development,2
370,vietnamese,1
370,educational leadership,1
370,educational technology,1
370,technology integration,1
370,neuroleadership,1
370,psychology,1
370,pedagogy,1
370,mathematics education,1
370,leadership studies,1
371,computer science,1
371,natural language processing,1
371,scoring system,1
371,writing system,1
371,mathematics education,1
371,artificial intelligence,1
371,linguistics,1
371,psychology,1
371,medicine,1
371,internal medicine,1
372,grammar,1
372,computer science,1
372,linguistics,1
372,mathematics education,1
372,natural language processing,1
372,psychology,1
372,philosophy,1
373,computer science,1
373,parallel computing,1
373,matrix multiplication,1
373,locality,1
373,memory management,1
373,multiplication (music),1
373,sparse matrix,1
373,product (mathematics),1
373,key (lock),1
373,computational science,1
374,bridge (graph theory),2
374,formative assessment,1
374,computer science,1
374,benchmarking,1
374,scalability,1
374,artificial intelligence,1
374,natural language processing,1
374,database,1
374,mathematics education,1
374,psychology,1
375,mean squared error,1
375,extreme learning machine,1
375,artificial neural network,1
375,convolutional neural network,1
375,artificial intelligence,1
375,deep learning,1
375,correlation coefficient,1
375,computer science,1
375,algorithm,1
375,machine learning,1
376,human body,2
376,context (archaeology),1
376,data science,1
376,human proteome project,1
376,computer science,1
376,government (linguistics),1
376,systems biology,1
376,human health,1
376,multidisciplinary approach,1
376,computational biology,1
377,algorithm,1
377,computer science,1
377,image (mathematics),1
377,representation (politics),1
377,rhetorical question,1
377,set (abstract data type),1
377,artificial intelligence,1
377,agency (philosophy),1
377,machine learning,1
377,linguistics,1
378,feature (linguistics),2
378,code (set theory),2
378,popularity,2
378,obfuscation,1
378,malware,1
378,computer science,1
378,detector,1
378,process (computing),1
378,computer security,1
378,static analysis,1
379,computer science,1
379,graph,1
379,stage (stratigraphy),1
379,convolutional neural network,1
379,artificial intelligence,1
379,theoretical computer science,1
379,paleontology,1
379,biology,1
380,receiver operating characteristic,1
380,radiography,1
380,mean squared error,1
380,pixel,1
380,precision and recall,1
380,artificial intelligence,1
380,ground truth,1
380,periodontitis,1
380,mathematics,1
380,medicine,1
381,standardization,1
381,field (mathematics),1
381,data science,1
381,computer science,1
381,engineering,1
381,natural language processing,1
381,mathematics,1
381,pure mathematics,1
381,operating system,1
382,convolutional code,2
382,autoencoder,1
382,artificial intelligence,1
382,computer science,1
382,noise reduction,1
382,pattern recognition (psychology),1
382,convolutional neural network,1
382,deep learning,1
382,speech recognition,1
382,algorithm,1
383,feature (linguistics),2
383,computer science,1
383,anomaly detection,1
383,smoothing,1
383,energy consumption,1
383,process (computing),1
383,energy (signal processing),1
383,decomposition,1
383,artificial intelligence,1
383,data mining,1
384,autoencoder,2
384,geolocation,2
384,computer science,1
384,data mining,1
384,leverage (statistics),1
384,artificial intelligence,1
384,convolutional neural network,1
384,machine learning,1
384,artificial neural network,1
384,world wide webleverage (statistics),1
385,computer science,1
385,artificial intelligence,1
385,deep learning,1
385,machine learning,1
385,convolutional neural network,1
385,information privacy,1
385,recurrent neural network,1
385,artificial neural network,1
385,layer (electronics),1
385,process (computing),1
386,computer science,1
386,beamforming,1
386,mimo,1
386,artificial neural network,1
386,convolutional neural network,1
386,channel state information,1
386,reduction (mathematics),1
386,scalability,1
386,deep learning,1
386,artificial intelligence,1
387,meta-analysis,1
387,posttraumatic stress,1
387,systematic review,1
387,psychology,1
387,stress (linguistics),1
387,clinical psychology,1
387,computer science,1
387,medline,1
387,medicine,1
387,chemistry,1
388,coercion (linguistics),1
388,eating disorders,1
388,psychology,1
388,psychiatry,1
388,criminology,1
388,political science,1
388,environmental ethics,1
388,psychotherapist,1
388,environmental health,1
388,clinical psychology,1
389,psychology,1
389,cognitive psychology,1
389,nonverbal communication,1
389,california verbal learning test,1
389,depression (economics),1
389,verbal learning,1
389,artificial intelligence,1
389,computer science,1
389,natural language processing,1
389,developmental psychology,1
390,stress (linguistics),1
390,computer science,1
390,philosophy,1
390,linguistics,1
391,natural resource management,2
391,natural (archaeology),1
391,business,1
391,government (linguistics),1
391,corporate governance,1
391,natural experiment,1
391,natural resource,1
391,environmental economics,1
391,environmental resource management,1
391,finance,1
392,spectrogram,2
392,chirp spread spectrum,2
392,chirp,1
392,computer science,1
392,demodulation,1
392,transmission (telecommunications),1
392,network packet,1
392,electronic engineering,1
392,channel (broadcasting),1
392,speech recognition,1
393,computer science,2
393,decoding methods,2
393,recurrent neural network,2
393,artificial neural network,2
393,deep learning,2
393,algorithm,2
393,convolution (computer science),2
393,multilayer perceptron,2
393,neural decoding,2
393,codebook,1
394,component (thermodynamics),2
394,recommender system,1
394,collaborative filtering,1
394,computer science,1
394,seekers,1
394,precision and recall,1
394,field (mathematics),1
394,recall,1
394,volume (thermodynamics),1
394,information retrieval,1
395,machine learning,1
395,computer science,1
395,artificial intelligence,1
395,natural language processing,1
395,data science,1
396,computer science,1
396,generative grammar,1
396,transformation (genetics),1
396,digital transformation,1
396,government (linguistics),1
396,artificial intelligence,1
396,multimedia,1
396,world wide web,1
396,chemistry,1
396,biochemistry,1
397,zero (linguistics),2
397,race (biology),1
397,net (polyhedron),1
397,environmental science,1
397,mathematics,1
397,biology,1
397,linguistics,1
397,philosophy,1
397,botany,1
397,geometrynet (polyhedron),1
398,fire detection,2
398,softmax function,1
398,computer science,1
398,artificial intelligence,1
398,deep learning,1
398,convolutional neural network,1
398,artificial neural network,1
398,fire control,1
398,real-time computing,1
398,robot,1
399,psychology,1
399,linguistics,1
399,second-language acquisition,1
399,language acquisition,1
399,cognitive psychology,1
399,cognitive science,1
399,mathematics education,1
399,philosophy,1
400,corporate sustainability,2
400,environmental governance,2
400,corporate governance,1
400,sustainability,1
400,affect (linguistics),1
400,business,1
400,corporate social responsibility,1
400,social sustainability,1
400,sustainable development,1
400,environmental economics,1
401,holography,1
401,computer science,1
401,artificial intelligence,1
401,holographic display,1
401,pipeline (software),1
401,computer vision,1
401,convolutional neural network,1
401,speckle pattern,1
401,computation,1
401,optics,1
402,language barrier,2
402,snowball sampling,1
402,theory of planned behavior,1
402,nursing,1
402,qualitative research,1
402,nurse education,1
402,psychology,1
402,incentive,1
402,perception,1
402,nonprobability sampling,1
403,transfer of learning,2
403,graphics processing unit,2
403,code (set theory),2
403,data set,2
403,feature (linguistics),2
403,contextual image classification,2
403,computer science,1
403,overfitting,1
403,convolutional neural network,1
403,artificial intelligence,1
404,computer science,1
404,artificial intelligence,1
404,convolutional neural network,1
404,deep learning,1
404,support vector machine,1
404,classifier (uml),1
404,coronavirus disease 2019 (covid-19),1
404,machine learning,1
